0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02, 1.02
2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04, 2.04
3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06
4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08, 4.08
5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10, 5.10
6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12, 6.12
7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14, 7.14
8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16, 8.16
9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18, 9.18
10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20, 10.20
11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22, 11.22
12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24, 12.24
13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27, 13.27
14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29, 14.29
15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31, 15.31
16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33, 16.33
17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35, 17.35
18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37, 18.37
19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39, 19.39
20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41, 20.41
21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43, 21.43
22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45, 22.45
23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47, 23.47
